locatioR,x,y,tx1,tx2,tx3,tx4,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6
D18R,613,334,-55,-49,-38,-51,-90,-89,-90,0,0,-92
D18R,613,334,-55,-49,-39,-51,-89,-88,-89,0,0,-95
D18R,613,334,-55,-49,-38,-53,-90,-90,-92,0,0,-94
D18R,613,334,-54,-48,-39,-52,-90,-89,-91,0,0,-94
D18R,613,334,-53,-49,-39,-52,-92,-90,-90,0,0,-94
D18R,613,334,-55,-49,-38,-53,-89,-89,-90,0,0,0
D18R,613,334,-55,-49,-39,-51,-90,-87,-91,0,0,-94
D18R,613,334,-55,-48,-38,-51,-89,-89,-89,0,0,-94
D18R,613,334,-55,-48,-39,-53,-91,-89,-92,0,0,-95
D18R,613,334,-55,-49,-39,-51,-89,-90,-90,0,0,-94
D18R,613,334,-55,-48,-40,-51,-89,-89,-90,0,0,-93
D18R,613,334,-55,-49,-39,-51,-90,-89,-90,0,0,-94
D18R,613,334,-55,-49,-39,-51,-86,-88,-90,0,0,-93
D18R,613,334,-55,-49,-38,-52,-88,-89,-91,0,0,-94
D18R,613,334,-55,-49,-38,-51,-88,-90,-89,0,0,-95
D18R,613,334,-55,-49,-38,-53,-90,-89,0,0,0,-92
D18R,613,334,-55,-49,-38,-53,-87,-88,-91,0,0,-93
D18R,613,334,-55,-49,-39,-51,-86,-89,-90,0,0,-93
D18R,613,334,-55,-49,-39,-51,-91,-91,-90,0,0,-92
D18R,613,334,-55,-49,-39,-51,-92,-90,-93,0,0,-93
D18R,613,334,-55,-49,-39,-51,-89,-89,-92,0,0,-93
D18R,613,334,-55,-49,-39,-51,-88,-89,-91,0,0,-90
D18R,613,334,-55,-49,-38,-51,-87,-88,-91,0,0,-92
D18R,613,334,-55,-49,-38,-51,-91,-89,-90,0,0,-91
D18R,613,334,-55,-49,-38,-51,-90,-87,-89,0,0,-92
D18R,613,334,-55,-49,-39,-51,-90,-89,-89,0,0,-92
D18R,613,334,-55,-49,-38,-51,-91,-90,-90,0,0,-93
D18R,613,334,-55,-49,-38,-51,-91,-89,-91,0,0,-94
D18R,613,334,-54,-49,-39,-51,-90,-88,-89,0,0,-93
D18R,613,334,-54,-49,-39,-51,-92,-91,-91,0,0,-91
D18R,613,334,-54,-49,-38,-53,-88,-89,-92,0,0,-95
D18R,613,334,-55,-49,-39,-51,-89,-89,-90,0,0,-92
D18R,613,334,-55,-49,-38,-51,-89,-88,-90,-95,0,-93
D18R,613,334,-55,-49,-39,-52,-90,-89,-89,0,0,-93
D18R,613,334,-55,-49,-39,-51,-90,-89,-90,0,0,-93
D18R,613,334,-55,-49,-38,-51,-91,-90,-91,0,0,0
D18R,613,334,-54,-49,-39,-51,-90,-89,-89,0,0,-94
D18R,613,334,-54,-48,-38,-53,-89,-90,-90,0,0,-93
D18R,613,334,-54,-48,-39,-51,-90,-89,-91,0,0,-91
D18R,613,334,-54,-48,-38,-52,-90,-88,-91,0,0,-93
D18R,613,334,-54,-48,-39,-51,-90,0,-92,0,0,-93
D18R,613,334,-54,-49,-38,-52,-89,-83,-90,-93,0,0
D18R,613,334,-54,-49,-39,-52,-92,-90,-93,0,0,-94
D18R,613,334,-54,-48,-38,-52,-91,-88,-91,0,0,-94
D18R,613,334,-54,-49,-39,-53,-89,-88,-90,0,0,-94
D18R,613,334,-54,-49,-38,-51,-88,-90,-89,0,0,-95
D18R,613,334,-54,-49,-39,-51,-89,-89,-92,0,0,-91
D18R,613,334,-54,-49,-38,-54,-90,-85,-89,0,0,-92
D18R,613,334,-54,-49,-38,-51,-89,-88,-92,0,0,0
D18R,613,334,-55,-49,-39,-51,-90,-88,-91,0,0,-92
D18R,613,334,-55,-49,-39,-51,-90,-90,-92,0,0,0
D18R,613,334,-55,-49,-39,-51,-91,-90,-87,0,0,0
D18R,613,334,-55,-49,-38,-51,-90,-90,-91,0,0,-94
D18R,613,334,-55,-49,-39,-51,0,-88,-90,0,0,-93
D18R,613,334,-55,-49,-39,-53,-90,-88,-86,0,0,-94
D18R,613,334,-55,-49,-39,-52,-87,-89,-90,0,0,-92
D18R,613,334,-55,-49,-38,-52,-90,-83,-90,0,0,-93
D18R,613,334,-55,-49,-39,-52,-90,-90,-91,0,0,-92
D18R,613,334,-55,-49,-38,-52,-90,-89,-89,0,0,-93
D18R,613,334,-55,-49,-39,-52,-88,-90,-91,0,0,-92
D18R,613,334,-55,-49,-39,-52,-92,-89,-89,0,0,-91
D18R,613,334,-55,-49,-39,-52,-91,-88,-91,0,0,-95
D18R,613,334,-55,-49,-39,-52,-90,-89,-91,0,0,-94
D18R,613,334,-54,-49,-39,-51,-90,-89,-91,0,0,-94
D18R,613,334,-56,-49,-38,-53,-90,-89,-90,-93,0,-94
D18R,613,334,-55,-49,-38,-53,-90,-82,-91,0,0,-92
D18R,613,334,-55,-49,-39,-51,-90,-89,-91,0,0,-94
D18R,613,334,-54,-48,-39,-52,-90,-89,-90,0,0,-94
D18R,613,334,-54,-49,-38,-52,-90,-88,-91,0,0,-95
D18R,613,334,-55,-49,-39,-52,-92,-89,-92,0,0,-91
D18R,613,334,-55,-49,-38,-51,-89,-88,-92,0,0,-94
D18R,613,334,-56,-49,-39,-51,-89,-89,-90,0,0,-94
D18R,613,334,-55,-50,-38,-51,-91,-89,-91,0,0,-93
D18R,613,334,-55,-48,-38,-51,-90,-89,-93,0,0,-93
D18R,613,334,-55,-49,-38,-51,-92,-90,-90,0,0,-94
D18R,613,334,-55,-49,-38,-51,-90,-90,-91,0,0,-93
D18R,613,334,-55,-49,-38,-51,-89,-90,-90,0,0,-93
D18R,613,334,-54,-49,-39,-51,-91,-90,-90,0,0,-94
D18R,613,334,-54,-49,-39,-51,-92,-88,-92,0,0,-93
D18R,613,334,-55,-49,-38,-53,-89,-88,-91,0,0,-92
D18R,613,334,-55,-49,-38,-52,-89,-89,-90,0,0,-95
D18R,613,334,-55,-49,-39,-51,-87,-89,-88,0,0,-94
D18R,613,334,-56,-49,-39,-51,-90,-88,-90,0,0,-91
D18R,613,334,-55,-49,-39,-51,-90,-88,-90,0,0,-91
D18R,613,334,-55,-49,-39,-51,-91,-88,-91,0,0,-92
D18R,613,334,-55,-49,-39,-51,-89,-89,-91,0,0,-93
D18R,613,334,-54,-49,-39,-51,-89,-90,-90,0,0,-94
D18R,613,334,-54,-48,-39,-53,-91,-88,-89,0,0,-94
D18R,613,334,-54,-49,-39,-52,-87,-88,-91,0,0,-93
D18R,613,334,-54,-49,-39,-52,-89,-89,-90,0,0,-93
D18R,613,334,-55,-49,-39,-51,-91,-91,-90,0,0,-93
D18R,613,334,-54,-48,-40,-51,-91,-86,-90,0,0,-93
D18R,613,334,-54,-49,-39,-51,-92,-88,-91,0,0,-92
D18R,613,334,-54,-49,-39,-51,-90,-84,-91,0,0,-95
D18R,613,334,-54,-48,-39,-51,-89,-89,-90,0,0,-93
D18R,613,334,-54,-49,-39,-51,-90,-90,-91,0,0,-93
D18R,613,334,-54,-49,-39,-51,-90,-89,-89,0,0,-93
D18R,613,334,-54,-49,-39,-52,-91,-90,-90,0,0,-94
D18R,613,334,-54,-48,-39,-51,-91,-89,-87,0,0,-92
D18R,613,334,-54,-49,-39,-52,-91,-89,-91,0,0,-92
D18R,613,334,-54,-49,-39,-52,-91,-90,-91,0,0,-93
D18R,613,334,-54,-49,-39,-51,-90,-90,-91,0,0,-93
D18R,613,334,-53,-49,-39,-51,-90,-88,-90,-94,0,-93
D18R,613,334,-54,-48,-39,-52,-89,-86,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-88,-82,0,0,0,-92
D18R,613,334,-52,-49,-39,-53,-92,-88,-91,0,0,-92
D18R,613,334,-52,-49,-38,-52,-88,-82,-91,-94,0,-92
D18R,613,334,-52,-47,-39,-51,-90,-91,-92,0,0,-93
D18R,613,334,-53,-49,-39,-50,-90,-89,-90,0,0,-93
D18R,613,334,-51,-48,-39,-52,-91,-90,-92,0,0,-93
D18R,613,334,-51,-49,-38,-51,-90,-91,-90,0,0,-94
D18R,613,334,-52,-49,-39,-51,-89,-89,-91,0,0,-91
D18R,613,334,-52,-48,-38,-51,-91,-88,-89,0,0,-94
D18R,613,334,-52,-49,-38,-53,-87,-90,-92,0,0,-94
D18R,613,334,-51,-49,-39,-51,-87,-89,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-90,-89,-91,0,0,-93
D18R,613,334,-52,-49,-38,-51,-91,-83,-90,0,0,-95
D18R,613,334,-52,-49,-38,-51,-90,-88,-93,0,0,-96
D18R,613,334,-52,-48,-38,-51,-90,-89,-92,0,0,-94
D18R,613,334,-52,-49,-39,-52,-88,-89,-91,0,0,-94
D18R,613,334,-52,-49,-39,-53,-88,-83,-90,0,0,-95
D18R,613,334,-52,-49,-39,-52,-90,-91,-92,0,0,-93
D18R,613,334,-52,-49,-39,-51,-86,-84,-91,0,0,-94
D18R,613,334,-52,-49,-39,-52,-90,-83,-91,0,0,-93
D18R,613,334,-53,-49,-39,-52,-90,-88,-90,0,0,-93
D18R,613,334,-53,-49,-39,-52,-90,-88,-91,0,0,-97
D18R,613,334,-53,-49,-39,-51,-88,-88,-92,0,0,-92
D18R,613,334,-53,-49,-39,-53,-89,-90,-91,0,0,0
D18R,613,334,-54,-49,-39,-51,-90,-86,-92,0,0,-92
D18R,613,334,-53,-48,-40,-51,-86,-90,-92,0,0,-95
D18R,613,334,-52,-49,-39,-51,-91,-89,-91,0,0,0
D18R,613,334,-54,-48,-39,-51,-87,-89,-91,0,0,-94
D18R,613,334,-53,-49,-39,-51,-90,-88,-91,0,0,-94
D18R,613,334,-53,-48,-39,-51,-90,-90,-93,0,0,-94
D18R,613,334,-53,-49,-38,-51,-89,-83,-92,-96,0,-91
D18R,613,334,-52,-49,-39,-52,-90,-89,-92,0,0,-96
D18R,613,334,-53,-49,-39,-52,0,-90,-91,-94,0,-91
D18R,613,334,-52,-50,-39,-53,-90,-90,-91,0,0,-93
D18R,613,334,-53,-48,-39,-53,-88,-89,-90,0,0,-93
D18R,613,334,-53,-49,-39,-52,-87,-86,-94,0,0,-94
D18R,613,334,-53,-49,-39,-51,-87,0,-90,0,0,-94
D18R,613,334,-53,-48,-39,-51,-91,-87,-88,0,0,-93
D18R,613,334,-52,-49,-39,-51,-89,-83,-92,-95,0,-94
D18R,613,334,-52,-49,-39,-51,-91,-91,-91,0,0,-97
D18R,613,334,-52,-48,-39,-51,-92,-90,-91,0,0,-93
D18R,613,334,-52,-49,-39,-52,-91,-88,-92,0,0,-94
D18R,613,334,-52,-49,-39,-52,-89,-89,-90,0,0,-94
D18R,613,334,-52,-48,-39,-51,-89,-90,-90,0,0,-93
D18R,613,334,-52,-49,-39,-51,-87,-88,-91,0,0,-96
D18R,613,334,-52,-48,-39,-53,-90,-89,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-91,-82,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-90,-87,-89,0,0,-94
D18R,613,334,-51,-49,-39,-51,-90,-87,-92,0,0,-94
D18R,613,334,-52,-49,-39,-51,-90,-90,-92,0,0,-93
D18R,613,334,-52,-48,-39,-51,-90,-91,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-89,-89,-91,0,0,-94
D18R,613,334,-52,-48,-38,-54,-90,-88,-93,0,0,-93
D18R,613,334,-52,-49,-39,-53,-90,-89,-91,0,0,-93
D18R,613,334,-52,-49,-38,-51,-88,-88,-92,0,0,-94
D18R,613,334,-52,-49,-38,-51,-90,-89,-90,0,0,-94
D18R,613,334,-52,-49,-39,-53,-89,-90,-91,0,0,-92
D18R,613,334,-51,-49,-38,-51,-90,-89,-91,0,0,-93
D18R,613,334,-52,-49,-38,-51,-91,-88,-90,0,0,-94
D18R,613,334,-52,-49,-38,-51,-89,-89,-92,0,0,-94
D18R,613,334,-52,-49,-39,-51,-90,-90,-91,0,0,-94
D18R,613,334,-52,-49,-38,-51,-89,-89,-89,0,0,-94
D18R,613,334,-52,-49,-39,-51,-90,-89,-90,0,0,0
D18R,613,334,-52,-49,-38,-53,-86,-89,-91,0,0,-94
D18R,613,334,-52,-49,-39,-51,-86,-89,-94,0,0,-94
D18R,613,334,-52,-49,-39,-51,-89,-89,-90,0,0,-94
D18R,613,334,-52,-49,-38,-51,-90,-89,-90,0,0,-96
D18R,613,334,-53,-49,-39,-51,-89,-90,-91,0,0,-92
D18R,613,334,-53,-49,-40,-52,-90,-88,-90,0,0,-95
D18R,613,334,-53,-49,-39,-52,-90,-79,-93,0,0,-93
D18R,613,334,-52,-49,-38,-51,-90,-90,-91,0,0,-94
D18R,613,334,-52,-49,-39,-52,-87,-82,-90,0,0,-95
D18R,613,334,-52,-49,-39,-51,-86,-87,-92,0,0,-96
D18R,613,334,-52,-49,-39,-51,-89,-88,-90,0,0,-92
D18R,613,334,-52,-49,-39,-51,-90,-87,-90,0,0,-93
D18R,613,334,-53,-49,-39,-52,-91,-89,-91,0,0,-92
D18R,613,334,-52,-49,-39,-51,-91,-89,-90,0,0,-95
D18R,613,334,-52,-49,-39,-53,-86,-90,-93,0,0,-93
D18R,613,334,-52,-49,-40,-52,-87,-88,-91,0,0,-95
D18R,613,334,-52,-49,-39,-51,-87,-88,-93,0,0,-93
D18R,613,334,-52,-49,-39,-51,-92,-89,-91,0,0,-94
D18R,613,334,-52,-49,-39,-52,-89,-89,-89,0,0,-94
D18R,613,334,-52,-49,-39,-51,-91,-88,-89,0,0,-94
D18R,613,334,-52,-49,-39,-53,-90,-87,-89,0,0,-92
D18R,613,334,-52,-49,-39,-51,-90,-89,-89,0,0,-93
D18R,613,334,-52,-49,-39,-52,-90,-88,-91,0,0,-94
D18R,613,334,-53,-50,-39,-51,-90,-89,-91,0,0,-93
D18R,613,334,-53,-49,-39,-53,-90,-89,-92,0,0,-95
D18R,613,334,-52,-49,-39,-51,-86,-88,-91,0,0,-94
D18R,613,334,-52,-49,-39,-51,-88,-89,-92,0,0,-93
D18R,613,334,-52,-49,-39,-51,-87,-91,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-89,-88,-91,0,0,-93
D18R,613,334,-53,-49,-38,-52,-90,-88,-90,0,0,-93
D18R,613,334,-52,-49,-39,-51,-90,-91,-91,0,0,-93
D18R,613,334,-53,-49,-39,-51,-89,-89,-90,0,0,-95
D18R,613,334,-52,-49,-39,-52,-91,-89,-91,0,0,-92
D18R,613,334,-52,-49,-39,-51,-90,-89,-91,0,0,-94
D18R,613,334,-52,-48,-38,-51,-92,-89,-91,0,0,-92
D18R,613,334,-53,-48,-39,-51,-91,-90,-90,0,0,-93
D18R,613,334,-53,-49,-39,-52,-90,-90,-91,0,0,-93
D18R,613,334,-53,-49,-39,-51,-90,-89,-91,0,0,-95
D18R,613,334,-52,-49,-39,-53,-91,0,-93,-93,0,0
D18R,613,334,-52,-49,-39,-52,-90,-89,-91,0,0,-95
D18R,613,334,-52,-49,-39,-51,-87,-89,-91,0,0,-92
D18R,613,334,-52,-49,-39,-51,-89,-90,-90,0,0,-92
D18R,613,334,-52,-49,-38,-51,-89,-89,-92,0,0,-94
D18R,613,334,-52,-48,-39,-51,-88,-92,-92,0,0,-95
D18R,613,334,-53,-49,-38,-51,-87,-89,-91,0,0,-92
D18R,613,334,-53,-49,-39,-53,-93,-83,-92,0,0,-94
D18R,613,334,-53,-49,-39,-51,-90,-89,-90,0,0,-95
D18R,613,334,-52,-49,-39,-51,-88,-86,-91,0,0,-92
D18R,613,334,-52,-48,-39,-52,-87,-90,-91,0,0,-95
D18R,613,334,-52,-49,-40,-51,-87,-90,-89,0,0,-93
D18R,613,334,-52,-49,-39,-51,-90,-89,-91,0,0,-94
D18R,613,334,-52,-49,-38,-51,-89,-90,-92,0,0,-92
D18R,613,334,-52,-48,-38,-51,-91,-89,-91,0,0,-95
D18R,613,334,-52,-49,-38,-53,-87,-88,-91,0,0,-95
D18R,613,334,-52,-49,-39,-52,-89,-89,-93,0,0,-92
D18R,613,334,-53,-49,-38,-51,-88,-89,-91,0,0,-93
D18R,613,334,-53,-49,-38,-53,-90,-89,-90,0,0,-92
D18R,613,334,-52,-49,-38,-51,-90,-89,-91,0,0,-94
D18R,613,334,-53,-49,-39,-51,-91,-89,0,0,0,-95
D18R,613,334,-52,-49,-39,-51,-89,-88,-92,0,0,-93
D18R,613,334,-53,-49,-38,-51,-86,-88,-90,0,0,-91
D18R,613,334,-53,-49,-38,-51,-91,-89,-90,0,0,-94
D18R,613,334,-52,-49,-39,-51,-91,-89,-91,0,0,-93
D18R,613,334,-52,-49,-39,-53,-89,-90,-91,0,0,-93
D18R,613,334,-53,-49,-39,-52,-91,-88,-92,0,0,-94
D18R,613,334,-52,-49,-39,-51,0,-91,-91,0,0,-95
D18R,613,334,-52,-49,-38,-52,-92,-91,-89,0,0,-93
D18R,613,334,-53,-49,-39,-51,-87,-89,-90,0,0,-94
D18R,613,334,-53,-49,-39,-51,-88,-89,-91,0,0,-93
D18R,613,334,-53,-49,-39,-52,-91,-88,-88,0,0,-92
D18R,613,334,-53,-49,-39,-53,-87,-89,-90,0,0,-94
D18R,613,334,-53,-49,-39,-51,-91,-91,-91,0,0,-92
D18R,613,334,-53,-49,-39,-52,-91,-90,-92,0,0,-95
D18R,613,334,-53,-49,-39,-52,-90,-86,-91,0,0,-95
D18R,613,334,-52,-50,-39,-52,-90,-90,-91,0,0,-92
D18R,613,334,-53,-49,-39,-52,-90,-90,-90,0,0,-94
D18R,613,334,-52,-48,-39,-52,-90,-89,-92,0,0,-94
D18R,613,334,-52,-48,-39,-53,-92,-90,-93,0,0,-93
D18R,613,334,-53,-48,-39,-51,-90,-87,-90,0,0,-93
D18R,613,334,-53,-48,-39,-51,-86,-88,-90,0,0,-94
D18R,613,334,-52,-49,-39,-51,-87,-88,-90,0,0,-92
D18R,613,334,-52,-48,-39,-51,-89,-88,-90,0,0,-91
D18R,613,334,-53,-49,-39,-51,-87,-89,-90,0,0,-91
D18R,613,334,-52,-48,-39,-51,-91,-90,-90,0,0,-94
D18R,613,334,-54,-49,-38,-53,-91,-90,-93,0,0,-95
D18R,613,334,-52,-48,-38,-51,-90,-88,-90,0,0,0
D18R,613,334,-53,-48,-39,-51,-90,-91,-93,0,0,-93
D18R,613,334,-53,-49,-39,-51,-90,-88,-92,0,0,-93
D18R,613,334,-52,-49,-39,-52,-89,-89,-90,0,0,-92
D18R,613,334,-52,-48,-38,-51,-88,-87,-91,0,0,-93
D18R,613,334,-52,-48,-39,-52,-87,-89,-91,-93,0,-95
D18R,613,334,-53,-47,-39,-51,-87,-88,-92,0,0,-93
D18R,613,334,-52,-51,-38,-50,-86,-89,-90,0,0,-93
D18R,613,334,-52,-52,-38,-50,-86,-88,-91,0,0,-93
D18R,613,334,-53,-52,-38,-52,-89,-86,-92,0,0,-93
D18R,613,334,-52,-49,-39,-52,-89,-88,-91,0,0,-95
D18R,613,334,-54,-49,-39,-52,-90,-83,-93,0,0,-93
D18R,613,334,-53,-51,-38,-52,-90,-89,-91,0,0,-96
D18R,613,334,-53,-48,-38,-53,-90,-89,-93,0,0,-93
D18R,613,334,-53,-49,-39,-51,-91,-88,-89,0,0,-92
D18R,613,334,-52,-49,-39,-52,-91,-89,-89,0,0,-91
D18R,613,334,-52,-48,-39,-51,-90,-88,-93,0,0,-93
D18R,613,334,-52,-49,-39,-51,-87,-90,-91,0,0,-93
D18R,613,334,-52,-49,-39,-51,-87,-89,-93,0,0,-94
D18R,613,334,-53,-49,-39,-51,-90,-86,-90,0,0,-92
D18R,691,334,-59,-56,-48,-49,-95,-91,-84,0,0,-95
D18R,691,334,-62,-49,-49,-49,-96,-92,-86,0,0,0
D18R,691,334,-63,-48,-48,-49,-93,-92,-88,0,0,0
D18R,691,334,-63,-48,-48,-49,-90,-92,-88,0,0,0
D18R,691,334,-60,-48,-49,-49,-92,-91,-83,0,0,0
D18R,691,334,-61,-49,-49,-49,-93,-92,-87,0,0,0
D18R,691,334,-62,-49,-48,-49,-93,-92,-84,0,0,0
D18R,691,334,-64,-49,-48,-49,-93,-91,-83,0,0,0
D18R,691,334,-62,-49,-48,-49,-94,-93,-82,0,0,0
D18R,691,334,-65,-49,-48,-49,-92,-93,-87,0,0,0
D18R,691,334,-60,-49,-49,-49,-95,-92,-84,0,0,0
D18R,691,334,-66,-49,-49,-49,-93,-91,-87,0,0,0
D18R,691,334,-62,-49,-49,-48,-92,-92,-87,0,0,0
D18R,691,334,-63,-49,-49,-49,0,-92,-84,0,0,0
D18R,691,334,-60,-49,-48,-48,-91,-93,-86,0,0,0
D18R,691,334,-61,-49,-50,-50,-93,-92,-84,0,0,0
D18R,691,334,-59,-49,-50,-48,0,-92,-84,0,0,0
D18R,691,334,-60,-48,-50,-48,-93,-94,0,0,0,0
D18R,691,334,-60,-49,-49,-49,-91,-93,-87,0,0,0
D18R,691,334,-61,-49,-48,-49,-94,-91,-83,0,0,0
D18R,691,334,-62,-49,-50,-48,-92,-91,-86,0,0,0
D18R,691,334,-63,-49,-49,-49,-93,-92,-83,0,0,0
D18R,691,334,-61,-49,-49,-48,-92,-95,-84,0,0,0
D18R,691,334,-62,-49,-48,-49,0,-95,-82,0,0,0
D18R,691,334,-61,-49,-49,-49,0,-93,-87,0,0,0
D18R,691,334,-62,-48,-48,-49,0,-91,-87,0,0,0
D18R,691,334,-61,-49,-49,-50,0,-92,-87,0,0,0
D18R,691,334,-61,-49,-49,-49,0,-94,-84,0,0,0
D18R,691,334,-60,-49,-49,-49,0,-93,-87,0,0,0
D18R,691,334,-60,-48,-48,-49,-91,-92,-83,0,0,0
D18R,691,334,-61,-48,-48,-48,-92,-93,-84,0,0,0
D18R,691,334,-61,-48,-49,-48,-91,0,-88,0,0,0
D18R,691,334,-63,-49,-48,-49,-91,-93,-84,0,0,0
D18R,691,334,-64,-49,-48,-50,-91,-92,-88,0,0,0
D18R,691,334,-58,-49,-48,-49,-92,-94,-88,0,0,0
D18R,691,334,-59,-49,-48,-49,-93,-92,-84,0,0,0
D18R,691,334,-59,-51,-48,-49,-96,-91,-87,0,0,0
D18R,691,334,-58,-53,-48,-49,-94,-92,-86,0,0,0
D18R,691,334,-59,-52,-49,-49,-93,-93,-84,0,0,0
D18R,691,334,-61,-52,-48,-50,-90,-93,-87,0,0,0
D18R,691,334,-58,-50,-48,-51,-90,-92,-87,0,0,0
D18R,691,334,-62,-49,-48,-49,-92,-94,-86,0,0,0
D18R,691,334,-66,-50,-49,-49,-91,-91,-84,0,0,0
