G24,780,237,-48,-54,-51,-60,-93,-92,-88,0,0,0
G24,780,237,-48,-54,-51,-60,-94,-92,-90,0,0,0
G24,780,237,-48,-54,-50,-60,-95,-92,-91,0,0,0
G24,780,237,-49,-54,-51,-62,-90,-92,-90,0,0,0
G24,780,237,-47,-55,-49,-61,-92,-91,-90,0,0,0
G24,780,237,-49,-54,-51,-60,-92,-93,-89,0,0,0
G24,780,237,-49,-55,-51,-60,-94,-90,-91,0,0,0
G24,780,237,-49,-54,-51,-60,-92,-90,-91,0,0,0
G24,780,237,-48,-54,-49,-60,-92,-91,-89,0,0,0
G24,780,237,-48,-54,-49,-58,-92,-91,-90,0,0,0
G24,780,237,-48,-54,-51,-59,-91,-91,-91,0,0,0
G24,780,237,-48,-54,-51,-58,-93,-90,-89,0,0,0
G24,780,237,-49,-54,-50,-59,-92,-92,-91,0,0,0
G24,780,237,-49,-54,-51,-58,-92,-92,-90,0,0,0
G24,780,237,-48,-54,-50,-59,-93,-94,-91,0,0,0
G24,780,237,-49,-54,-51,-58,-94,-91,-90,0,0,0
G24,780,237,-49,-54,-50,-58,-94,-93,-91,0,0,0
G24,780,237,-48,-55,-51,-58,-92,-92,-89,0,0,0
G24,780,237,-49,-54,-51,-58,-92,-93,-90,0,0,0
G24,780,237,-48,-54,-51,-60,-92,-93,-90,0,0,0
G24,780,237,-49,-54,-49,-58,-94,-91,-88,0,0,0
G24,780,237,-49,-53,-49,-58,-92,-92,-91,0,0,0
G24,780,237,-49,-54,-51,-59,-91,-94,-91,0,0,0
G24,780,237,-48,-53,-49,-58,-93,-92,-88,0,0,0
G24,780,237,-49,-54,-47,-58,-94,-93,-87,0,0,0
G24,780,237,-48,-57,-49,-54,-94,-92,-90,0,0,0
G24,780,237,-48,-53,-51,-58,-93,-92,-88,0,0,0
G24,780,237,-48,-53,-50,-58,-92,-92,-89,0,0,0
G24,780,237,-48,-53,-50,-58,-93,-92,-90,0,0,0
G24,780,237,-48,-52,-49,-58,-92,-90,-91,0,0,0
G24,780,237,-47,-53,-51,-59,-94,-93,-91,0,0,0
G24,780,237,-48,-53,-51,-59,-91,-95,-91,0,0,0
G24,780,237,-48,-54,-51,-59,-95,-92,-91,0,0,0
G24,780,237,-48,-53,-51,-59,-93,-93,-87,0,0,0
G24,780,237,-48,-53,-50,-59,-93,-92,-88,0,0,0
G24,780,237,-48,-53,-50,-59,-93,-93,-89,0,0,0
G24,780,237,-48,-53,-50,-60,-93,-94,-90,0,0,0
G24,780,237,-48,-53,-49,-59,-91,-90,-89,0,0,0
G24,780,237,-48,-53,-50,-59,-94,-92,-90,0,0,0
G24,780,237,-48,-53,-50,-59,0,-92,-89,0,0,0
G24,780,237,-48,-53,-50,-59,-92,-94,-89,0,0,0
G24,780,237,-48,-53,-50,-59,-92,-93,-89,0,0,0
G24,780,237,-48,-53,-49,-59,-94,-92,-90,0,0,0
G24,780,237,-47,-53,-50,-60,-94,-93,-88,0,0,0
G24,780,237,-48,-53,-50,-59,-92,-93,-90,0,0,0
G24,780,237,-48,-53,-50,-59,-92,-93,-89,0,0,0
G24,780,237,-48,-53,-51,-60,-94,-93,-91,0,0,0
G24,780,237,-48,-53,-51,-59,-92,-93,-88,0,0,0
G24,780,237,-48,-52,-51,-59,-92,-92,-85,0,0,0
G24,780,237,-48,-53,-51,-58,-92,-91,-89,0,0,0
G24,780,237,-47,-52,-51,-59,-94,-90,-90,0,0,0
G24,780,237,-48,-53,-51,-58,-90,-91,-89,0,0,0
G24,780,237,-49,-53,-51,-58,-95,-92,-88,0,0,0
G24,780,237,-48,-53,-49,-60,-92,-91,-90,0,0,0
G24,780,237,-48,-53,-51,-59,-94,-92,0,0,0,0
G24,780,237,-48,-52,-49,-58,-94,-92,-87,0,0,0
G24,780,237,-48,-53,-51,-58,-93,-92,-91,0,0,0
G24,780,237,-48,-52,-49,-59,-93,-92,-89,0,0,0
G24,780,237,-48,-52,-51,-58,-92,-94,-87,0,0,0
G24,780,237,-48,-52,-51,-59,-93,-93,-90,0,0,0
G24,780,237,-48,-52,-51,-58,-93,-93,-91,0,0,0
G24,780,237,-49,-53,-49,-58,-92,-92,-91,0,0,0
G24,780,237,-48,-53,-49,-59,-94,-94,-87,0,0,0
G24,780,237,-48,-53,-49,-60,-91,-92,-91,0,0,0
G24,780,237,-48,-53,-49,-60,-93,-92,-90,0,0,0
G24,780,237,-48,-53,-49,-59,-93,-92,-90,0,0,0
G24,780,237,-48,-53,-49,-59,-95,-91,0,0,0,0
G24,780,237,-48,-53,-49,-59,-92,0,-92,0,0,0
G24,780,237,-47,-53,-49,-60,-94,-92,-89,0,0,0
G24,780,237,-48,-53,-49,-59,-94,-94,-88,0,0,0
G24,780,237,-47,-53,-49,-60,-94,-93,-89,0,0,0
G24,780,237,-48,-53,-49,-59,-92,-91,-88,0,0,0
G24,780,237,-48,-53,-49,-58,-92,-91,-91,0,0,0
G24,780,237,-48,-53,-49,-58,-93,-93,-90,0,0,0
G24,780,237,-48,-53,-49,-59,-92,-95,-92,0,0,0
G24,780,237,-48,-53,-49,-60,-94,-93,-90,0,0,0
G24,780,237,-48,-53,-49,-59,-93,-94,-89,0,0,0
G24,780,237,-48,-52,-49,-59,-93,-93,-90,0,0,0
G24,780,237,-48,-53,-49,-60,-92,-93,-89,0,0,0
G24,780,237,-48,-53,-49,-59,-93,-92,-92,0,0,0
G24,780,237,-48,-53,-49,-58,-91,-91,-88,0,0,0
G24,780,237,-48,-53,-49,-59,-92,-90,-90,0,0,0
G24,780,237,-48,-53,-49,-58,-93,-92,-90,0,0,0
G24,780,237,-49,-53,-49,-58,-90,-91,-92,0,0,0
